noise,n_experiments,parameter,name,estimate,true_value,relative_error,rms_normalized_error,seconds
1e-06,15,p4,"K_ads,2",223.6182812595456,558.532,-0.5996321047683113,0.0836460550516316,1227.4889287948608
1e-06,15,p5,A2,0.29664711949276973,0.7439,-0.6012271548692435,0.0836460550516316,1227.4889287948608
1e-06,15,p6,E2,44411.82581328269,40000.0,0.11029564533206722,0.0836460550516316,1227.4889287948608
1e-06,15,p7,"K_ads,3",18936.60198032715,17197.0,0.10115729373304345,0.0836460550516316,1227.4889287948608
1e-06,15,p8,"K_ads,4",125255.02962898114,124119.0,0.009152745582716084,0.0836460550516316,1227.4889287948608
1e-06,15,p9,Inhibition / adsorption,96503.62590485757,98084.0,-0.01611245560073433,0.0836460550516316,1227.4889287948608
1e-07,15,p1,A1,30.998120973942605,15672.02,-0.998022072395649,0.2715426880042337,1193.9406569004059
1e-07,15,p2,E1,303.8635391424889,3453.38,-0.9120098167179723,0.2715426880042337,1193.9406569004059
1e-07,15,p3,"K_ads,1",4.234421380977166,30.836,-0.8626792910566491,0.2715426880042337,1193.9406569004059
1e-07,15,p4,"K_ads,2",67.87399896304711,558.532,-0.8784778688364371,0.2715426880042337,1193.9406569004059
1e-07,15,p5,A2,0.10666859369547242,0.7439,-0.8566089612912052,0.2715426880042337,1193.9406569004059
1e-07,15,p6,E2,110564.68911587023,40000.0,1.7641172278967558,0.2715426880042337,1193.9406569004059
1e-07,15,p7,"K_ads,3",55642.77169483123,17197.0,2.235609216423285,0.2715426880042337,1193.9406569004059
1e-07,15,p8,"K_ads,4",138492.35981364478,124119.0,0.11580305846522115,0.2715426880042337,1193.9406569004059
1e-07,15,p9,Inhibition / adsorption,65827.3992578157,98084.0,-0.32886710107850714,0.2715426880042337,1193.9406569004059
1e-05,16,p1,A1,38.78568480892385,15672.02,-0.997525163647767,0.36417765257006435,1105.1748411655426
1e-05,16,p2,E1,6.161110804551104,3453.38,-0.9982159186638738,0.36417765257006435,1105.1748411655426
1e-05,16,p3,"K_ads,1",4.4593515712272636,30.836,-0.8553848887265773,0.36417765257006435,1105.1748411655426
1e-05,16,p4,"K_ads,2",93.31489023167121,558.532,-0.8329283009179936,0.36417765257006435,1105.1748411655426
1e-05,16,p5,A2,0.11098017940339931,0.7439,-0.8508130401890048,0.36417765257006435,1105.1748411655426
1e-05,16,p6,E2,133549.16787522763,40000.0,2.3387291968806907,0.36417765257006435,1105.1748411655426
1e-05,16,p7,"K_ads,3",91760.24261327433,17197.0,4.33582849411376,0.36417765257006435,1105.1748411655426
1e-05,16,p8,"K_ads,4",86366.8656178391,124119.0,-0.30416080037835386,0.36417765257006435,1105.1748411655426
1e-05,16,p9,Inhibition / adsorption,53874.10029950936,98084.0,-0.45073508115993066,0.36417765257006435,1105.1748411655426
1e-06,16,p1,A1,2357.807603066464,15672.02,-0.8495530504002379,0.0700393860061579,1124.833420753479
1e-06,16,p2,E1,1707.027980059706,3453.38,-0.5056935581778704,0.0700393860061579,1124.833420753479
1e-06,16,p3,"K_ads,1",16.361173227937154,30.836,-0.46941324335396434,0.0700393860061579,1124.833420753479
1e-06,16,p4,"K_ads,2",301.6241597715486,558.532,-0.45996977832684866,0.0700393860061579,1124.833420753479
1e-06,16,p5,A2,0.39423680545990764,0.7439,-0.4700405895148439,0.0700393860061579,1124.833420753479
1e-06,16,p6,E2,51424.248263541325,40000.0,0.28560620658853314,0.0700393860061579,1124.833420753479
1e-06,16,p7,"K_ads,3",21404.22647677003,17197.0,0.24464886182299406,0.0700393860061579,1124.833420753479
1e-06,16,p8,"K_ads,4",127110.17870671605,124119.0,0.024099281388957755,0.0700393860061579,1124.833420753479
1e-06,16,p9,Inhibition / adsorption,94525.38227578743,98084.0,-0.03628132747657692,0.0700393860061579,1124.833420753479
1e-07,16,p1,A1,758.9947339116844,15672.02,-0.9515700762306528,0.09980438545757814,1314.6430819034576
1e-07,16,p2,E1,1137.8580140383501,3453.38,-0.6705088886718664,0.09980438545757814,1314.6430819034576
1e-07,16,p3,"K_ads,1",11.095432703175454,30.836,-0.6401792481782509,0.09980438545757814,1314.6430819034576
1e-07,16,p4,"K_ads,2",209.17386902335454,558.532,-0.6254934918261541,0.09980438545757814,1314.6430819034576
1e-07,16,p5,A2,0.27099099605656496,0.7439,-0.635715827320117,0.09980438545757814,1314.6430819034576
1e-07,16,p6,E2,52355.55452225078,40000.0,0.30888886305626945,0.09980438545757814,1314.6430819034576
1e-07,16,p7,"K_ads,3",21297.233609900566,17197.0,0.23842726114441856,0.09980438545757814,1314.6430819034576
1e-07,16,p8,"K_ads,4",127155.95063393455,124119.0,0.024468055929668733,0.09980438545757814,1314.6430819034576
1e-07,16,p9,Inhibition / adsorption,93910.82898806926,98084.0,-0.04254690889371089,0.09980438545757814,1314.6430819034576
1e-05,17,p1,A1,392.3390581695827,15672.02,-0.9749656356889806,0.11628892843405374,1424.884278535843
1e-05,17,p2,E1,962.2756768746958,3453.38,-0.7213525077244045,0.11628892843405374,1424.884278535843
1e-05,17,p3,"K_ads,1",8.906657598215938,30.836,-0.7111604099683507,0.11628892843405374,1424.884278535843
1e-05,17,p4,"K_ads,2",164.57137756353063,558.532,-0.7053501364943627,0.11628892843405374,1424.884278535843
1e-05,17,p5,A2,0.21686679900632175,0.7439,-0.7084731832150534,0.11628892843405374,1424.884278535843
1e-05,17,p6,E2,50381.15154501649,40000.0,0.2595287886254122,0.11628892843405374,1424.884278535843
1e-05,17,p7,"K_ads,3",21500.725637233336,17197.0,0.2502602568606929,0.11628892843405374,1424.884278535843
1e-05,17,p8,"K_ads,4",127088.62934940607,124119.0,0.023925662867136106,0.11628892843405374,1424.884278535843
1e-05,17,p9,Inhibition / adsorption,94926.62872755284,98084.0,-0.03219048236661591,0.11628892843405374,1424.884278535843
1e-06,17,p1,A1,516.5170474846668,15672.02,-0.9670420885447653,0.12303211708104626,1393.2467830181122
1e-06,17,p2,E1,972.3480039635957,3453.38,-0.7184358501052315,0.12303211708104626,1393.2467830181122
1e-06,17,p3,"K_ads,1",9.820354093641228,30.836,-0.6815295727837194,0.12303211708104626,1393.2467830181122
1e-06,17,p4,"K_ads,2",183.68425352007907,558.532,-0.6711302959900612,0.12303211708104626,1393.2467830181122
1e-06,17,p5,A2,0.23622505125870563,0.7439,-0.6824505292933114,0.12303211708104626,1393.2467830181122
1e-06,17,p6,E2,60088.33273466239,40000.0,0.5022083183665598,0.12303211708104626,1393.2467830181122
