noise,total_experiments_used,parameter,name,estimate,true_value,relative_error,rms_normalized_parameter_error,cumulative_information
1e-07,52,p6,E2,27635.1921,40000.0,-0.30912019749999997,0.5062871354971978,
1e-07,52,p7,"K_ads,3",13857.007,17197.0,-0.1942195150316916,0.5062871354971978,
1e-07,52,p8,"K_ads,4",16075.9089,124119.0,-0.8704798709303169,0.5062871354971978,
1e-07,52,p9,Inhibition / adsorption,40609.2861,98084.0,-0.5859744086701195,0.5062871354971978,
1e-07,54,p1,A1,504.946257,15672.02,-0.967780397357839,0.3356006747781017,
1e-07,54,p2,E1,12.9789989,3453.38,-0.9962416534236024,0.3356006747781017,
1e-07,54,p3,"K_ads,1",2.12025829,30.836,-0.9312408130107667,0.3356006747781017,
1e-07,54,p4,"K_ads,2",10.0007825,558.532,-0.9820945218895246,0.3356006747781017,
1e-07,54,p5,A2,95.7386561,0.7439,127.69828753864768,0.3356006747781017,
1e-07,54,p6,E2,34679.5712,40000.0,-0.13301072000000003,0.3356006747781017,
1e-07,54,p7,"K_ads,3",25144.5444,17197.0,0.46214714194336215,0.3356006747781017,
1e-07,54,p8,"K_ads,4",30423.0812,124119.0,-0.754887799611663,0.3356006747781017,
1e-07,54,p9,Inhibition / adsorption,31228.1769,98084.0,-0.6816180325027529,0.3356006747781017,
1e-07,56,p1,A1,0.1158305,15672.02,-0.9999926090893196,0.5006004253534179,
1e-07,56,p2,E1,5.18595207,3453.38,-0.9984982967208937,0.5006004253534179,
1e-07,56,p3,"K_ads,1",0.106711186,30.836,-0.9965393959657544,0.5006004253534179,
1e-07,56,p4,"K_ads,2",0.114166099,558.532,-0.999795596135942,0.5006004253534179,
1e-07,56,p5,A2,0.536151202,0.7439,-0.2792697916386611,0.5006004253534179,
1e-07,56,p6,E2,28550.2266,40000.0,-0.28624433499999996,0.5006004253534179,
1e-07,56,p7,"K_ads,3",14789.3412,17197.0,-0.14000458219456877,0.5006004253534179,
1e-07,56,p8,"K_ads,4",17273.6634,124119.0,-0.8608298213810939,0.5006004253534179,
